user_id,item_id,session_id,action_type,timestamp,category,price,title
user_519,item_1870,session_1147,purchase,2023-04-27T15:17:00,books,106.62,Item 89
user_917,item_679,session_1490,view,2023-04-16T06:36:52,fashion,394.96,Item 90
user_510,item_1379,session_2142,view,2023-04-09T18:37:52,toys,271.57,Item 91
user_290,item_2311,session_1995,purchase,2023-04-25T23:36:10,fashion,459.85,Item 92
user_221,item_2008,session_301,click,2023-04-01T02:43:41,electronics,371.22,Item 93
user_157,item_1305,session_1759,favorite,2023-04-22T03:57:00,books,237.35,Item 94
user_644,item_3686,session_2657,click,2023-04-06T04:34:03,home,20.11,Item 95
user_835,item_3659,session_1204,favorite,2023-04-01T19:39:24,fashion,214.12,Item 96
user_475,item_1004,session_2628,click,2023-04-25T02:36:14,fashion,265.42,Item 97
user_285,item_4892,session_2881,click,2023-04-28T07:36:08,books,422.6,Item 98
user_54,item_4627,session_2726,click,2023-04-20T09:53:26,books,453.67,Item 99
user_803,item_891,session_2207,click,2023-04-27T13:46:19,books,71.25,Item 100
user_991,item_546,session_526,click,2023-04-15T10:30:46,books,219.0,Item 101
user_936,item_1732,session_2998,click,2023-04-09T20:31:45,electronics,231.18,Item 102
user_694,item_2861,session_2266,click,2023-04-01T08:00:23,electronics,442.28,Item 103
user_913,item_4170,session_1848,click,2023-04-23T04:29:30,books,226.07,Item 104
user_729,item_356,session_1246,favorite,2023-04-24T10:08:46,fashion,267.79,Item 105
user_838,item_3379,session_1880,click,2023-04-26T15:30:29,electronics,230.94,Item 106
user_458,item_2750,session_2634,purchase,2023-04-16T04:42:56,fashion,60.65,Item 107
user_768,item_3075,session_1934,view,2023-04-02T11:58:33,electronics,253.2,Item 108
user_792,item_2838,session_808,view,2023-04-10T00:35:58,toys,403.08,Item 109
user_272,item_3463,session_1296,favorite,2023-04-01T01:15:12,fashion,132.77,Item 110
user_535,item_1247,session_2814,view,2023-04-09T08:13:11,toys,312.75,Item 111
user_185,item_2665,session_2865,purchase,2023-04-27T10:02:13,toys,400.64,Item 112
user_528,item_1258,session_2609,click,2023-04-22T22:01:48,home,21.46,Item 113
user_992,item_2611,session_1587,favorite,2023-04-01T14:14:00,electronics,498.51,Item 114
user_982,item_2067,session_405,favorite,2023-04-15T10:21:08,electronics,167.89,Item 115
user_992,item_4957,session_359,purchase,2023-04-29T22:26:40,electronics,287.19,Item 116
user_731,item_3484,session_1128,favorite,2023-04-12T17:28:49,books,371.41,Item 117
user_785,item_2403,session_1391,favorite,2023-04-14T22:16:23,books,6.06,Item 118
user_345,item_1275,session_2012,favorite,2023-04-26T05:43:18,fashion,416.96,Item 119
user_89,item_2491,session_207,click,2023-04-27T02:11:37,home,34.99,Item 120
user_71,item_1877,session_1659,click,2023-04-01T05:50:41,books,488.2,Item 121
user_146,item_4065,session_147,favorite,2023-04-24T02:32:33,home,128.53,Item 122
user_460,item_205,session_1664,view,2023-04-24T07:39:38,toys,319.35,Item 123
user_254,item_1020,session_2012,view,2023-04-16T19:28:20,books,188.79,Item 124
user_977,item_3145,session_53,view,2023-04-19T20:40:03,toys,26.89,Item 125
user_205,item_490,session_2860,view,2023-04-15T22:20:39,books,189.35,Item 126
user_900,item_3944,session_2655,click,2023-04-13T14:22:24,books,43.15,Item 127
user_646,item_1175,session_1870,favorite,2023-04-15T13:17:49,books,122.49,Item 128
user_729,item_6,session_1634,click,2023-04-29T12:56:10,fashion,372.43,Item 129
user_629,item_2607,session_1990,favorite,2023-04-14T05:20:55,fashion,476.46,Item 130
user_669,item_1808,session_1057,favorite,2023-04-25T10:43:00,books,304.47,Item 131
user_73,item_1979,session_2589,click,2023-04-03T09:00:11,toys,279.55,Item 132
user_498,item_1268,session_2642,click,2023-04-11T06:35:26,home,130.31,Item 133
user_819,item_1106,session_1703,favorite,2023-04-04T10:00:35,home,367.09,Item 134
user_740,item_4639,session_1437,click,2023-04-11T04:57:58,home,12.17,Item 135
user_494,item_80,session_1846,click,2023-04-08T13:59:26,fashion,153.0,Item 136
user_186,item_4756,session_2088,purchase,2023-04-04T12:01:30,toys,489.62,Item 137
user_579,item_2539,session_2624,view,2023-04-28T00:09:49,home,306.08,Item 138
user_208,item_3525,session_2926,view,2023-04-19T13:05:38,home,404.66,Item 139
user_347,item_631,session_2912,favorite,2023-04-23T11:32:04,books,304.83,Item 140
user_953,item_929,session_2738,click,2023-04-16T14:20:58,toys,24.72,Item 141
user_31,item_3942,session_1119,click,2023-04-01T19:35:09,electronics,355.88,Item 142
user_305,item_2561,session_1878,view,2023-04-27T09:37:52,books,387.45,Item 143
user_107,item_1418,session_213,view,2023-04-03T12:34:28,books,487.14,Item 144
user_842,item_2721,session_2567,click,2023-04-13T22:19:37,books,247.67,Item 145
user_459,item_38,session_1554,purchase,2023-04-17T08:17:28,electronics,470.74,Item 146
user_327,item_543,session_2558,view,2023-04-04T11:18:09,electronics,27.97,Item 147
user_451,item_2136,session_701,click,2023-04-07T16:46:59,toys,151.49,Item 148
user_755,item_2496,session_1373,purchase,2023-04-10T08:53:06,home,499.17,Item 149
user_615,item_3865,session_2562,view,2023-04-19T18:21:35,books,255.5,Item 150
user_681,item_954,session_1259,click,2023-04-22T11:03:31,electronics,195.15,Item 151
user_696,item_531,session_1243,click,2023-04-17T00:19:11,electronics,309.89,Item 152
user_773,item_4880,session_878,click,2023-04-08T04:11:56,home,432.05,Item 153
user_751,item_1537,session_2295,view,2023-04-02T22:50:09,home,474.72,Item 154
user_39,item_1264,session_2046,click,2023-04-06T16:02:50,toys,395.93,Item 155
user_619,item_1320,session_2725,click,2023-04-05T04:19:45,books,163.16,Item 156
user_710,item_3619,session_2592,favorite,2023-04-18T14:45:03,toys,229.49,Item 157
user_46,item_3735,session_651,view,2023-04-29T23:40:43,fashion,176.15,Item 158
user_513,item_4045,session_1746,purchase,2023-04-21T20:14:40,home,309.92,Item 159
user_155,item_4442,session_2540,click,2023-04-21T08:28:42,books,192.09,Item 160
user_524,item_4019,session_175,view,2023-04-30T00:34:22,fashion,234.5,Item 161
user_954,item_316,session_2620,favorite,2023-04-18T08:03:35,books,282.2,Item 162
user_223,item_75,session_2455,click,2023-04-22T10:01:15,fashion,350.94,Item 163
user_212,item_1207,session_886,click,2023-04-30T19:24:10,electronics,413.31,Item 164
user_885,item_4632,session_2580,click,2023-04-15T19:52:24,toys,234.56,Item 165
user_16,item_831,session_2290,click,2023-04-09T22:29:29,toys,370.67,Item 166
user_981,item_4981,session_1923,click,2023-04-01T05:03:20,toys,382.59,Item 167
user_792,item_1630,session_836,view,2023-04-30T01:49:47,home,157.71,Item 168
user_553,item_1444,session_426,click,2023-04-18T22:12:16,toys,17.91,Item 169
user_256,item_4736,session_130,click,2023-04-19T22:52:31,toys,362.08,Item 170
user_939,item_3682,session_2286,click,2023-04-19T22:47:08,toys,352.91,Item 171
user_123,item_1246,session_220,click,2023-04-05T10:37:36,toys,105.62,Item 172
user_575,item_1345,session_2707,click,2023-04-26T00:14:30,toys,269.56,Item 173
user_518,item_1617,session_318,favorite,2023-04-11T23:29:57,electronics,163.81,Item 174
user_744,item_4625,session_1782,view,2023-04-05T18:08:02,fashion,308.29,Item 175
user_948,item_4169,session_848,view,2023-04-30T11:44:32,toys,79.84,Item 176
user_574,item_4483,session_1346,view,2023-04-17T13:22:33,home,286.89,Item 177
user_113,item_3484,session_962,purchase,2023-04-21T04:49:40,home,76.32,Item 178
user_51,item_3445,session_1362,favorite,2023-04-15T12:27:23,fashion,40.89,Item 179
user_472,item_824,session_1879,click,2023-04-06T15:19:05,toys,430.66,Item 180
user_540,item_3811,session_1782,favorite,2023-04-09T21:06:22,fashion,210.63,Item 181
user_181,item_1806,session_431,favorite,2023-04-23T03:06:51,fashion,259.4,Item 182
user_741,item_3145,session_877,view,2023-04-07T01:59:19,books,203.11,Item 183
user_189,item_818,session_2405,view,2023-04-29T04:25:49,electronics,425.71,Item 184
user_812,item_1702,session_2023,click,2023-04-02T22:09:05,books,396.02,Item 185
user_356,item_2971,session_1902,view,2023-04-20T11:46:39,toys,197.61,Item 186
user_300,item_392,session_2028,click,2023-04-09T13:30:16,home,251.89,Item 187
user_685,item_2330,session_589,click,2023-04-30T00:46:02,books,339.44,Item 188
user_48,item_4483,session_2091,purchase,2023-04-10T03:06:20,home,400.45,Item 189
user_179,item_2715,session_2873,view,2023-04-13T19:13:15,fashion,431.96,Item 190
user_377,item_639,session_2471,favorite,2023-04-16T07:41:30,books,266.61,Item 191
user_286,item_3479,session_2342,click,2023-04-18T17:18:00,electronics,328.78,Item 192
user_172,item_2795,session_2190,favorite,2023-04-19T01:03:41,home,485.24,Item 193
user_463,item_2980,session_2210,click,2023-04-28T09:55:15,fashion,429.39,Item 194
user_88,item_1079,session_2553,view,2023-04-29T17:27:14,home,257.51,Item 195
user_256,item_2451,session_137,favorite,2023-04-16T07:32:34,home,349.66,Item 196
user_632,item_2757,session_2526,click,2023-04-11T07:31:50,toys,82.92,Item 197
user_951,item_2810,session_2315,click,2023-04-24T07:04:48,electronics,82.22,Item 198
user_468,item_2167,session_606,view,2023-04-29T10:47:37,toys,261.66,Item 199
user_725,item_4241,session_2315,favorite,2023-04-24T08:01:44,home,496.36,Item 200
user_372,item_4652,session_1325,view,2023-04-03T08:14:18,fashion,157.75,Item 201
user_406,item_1947,session_2628,click,2023-04-02T19:47:18,fashion,97.54,Item 202
user_407,item_2954,session_2041,click,2023-04-03T19:50:16,electronics,404.7,Item 203
user_605,item_4685,session_1099,favorite,2023-04-24T12:15:40,home,434.3,Item 204
user_377,item_4488,session_2433,favorite,2023-04-14T17:26:41,toys,290.73,Item 205
user_223,item_3800,session_2367,view,2023-04-19T13:27:16,home,334.43,Item 206
user_792,item_4931,session_895,click,2023-04-01T07:14:26,fashion,211.84,Item 207
user_331,item_2730,session_522,purchase,2023-04-04T08:26:01,electronics,246.54,Item 208
user_271,item_4487,session_64,purchase,2023-04-05T22:56:42,electronics,192.83,Item 209
user_613,item_3931,session_2392,view,2023-04-26T19:20:39,books,187.5,Item 210
user_205,item_3134,session_918,view,2023-04-01T03:31:50,home,215.62,Item 211
user_161,item_3956,session_1530,click,2023-04-30T17:58:36,electronics,71.07,Item 212
user_977,item_1911,session_440,favorite,2023-04-16T16:52:00,toys,406.12,Item 213
user_572,item_3422,session_1748,click,2023-04-14T10:58:30,home,179.34,Item 214
user_585,item_3078,session_139,view,2023-04-02T17:14:19,home,107.81,Item 215
user_433,item_4080,session_381,favorite,2023-04-29T01:50:19,electronics,93.87,Item 216
user_716,item_3909,session_1683,view,2023-04-12T09:30:48,toys,294.09,Item 217
user_879,item_889,session_755,view,2023-04-04T12:43:10,electronics,419.88,Item 218
user_991,item_4204,session_1128,favorite,2023-04-09T03:06:35,home,366.24,Item 219
user_41,item_3763,session_2429,click,2023-04-16T19:27:54,home,222.07,Item 220
user_635,item_3162,session_720,click,2023-04-18T17:47:00,home,201.68,Item 221
user_74,item_2476,session_585,favorite,2023-04-03T11:34:03,electronics,148.73,Item 222
user_367,item_2985,session_2653,view,2023-04-17T22:11:12,fashion,14.46,Item 223
user_177,item_2569,session_465,view,2023-04-06T10:35:23,books,497.74,Item 224
user_520,item_442,session_2374,click,2023-04-04T13:22:55,toys,405.47,Item 225
user_210,item_4582,session_1598,favorite,2023-04-15T20:19:40,books,409.37,Item 226
user_822,item_4690,session_1163,click,2023-04-30T23:39:15,fashion,205.26,Item 227
user_340,item_1222,session_2733,purchase,2023-04-15T21:01:49,toys,481.8,Item 228
user_677,item_3113,session_2241,view,2023-04-04T17:29:23,home,296.58,Item 229
user_92,item_1119,session_1147,view,2023-04-02T19:31:19,toys,408.11,Item 230
user_56,item_3586,session_1331,view,2023-04-14T20:59:28,home,198.13,Item 231
user_665,item_291,session_294,favorite,2023-04-22T17:21:27,home,360.09,Item 232
user_24,item_4237,session_2722,click,2023-04-13T01:17:30,fashion,370.69,Item 233
user_859,item_258,session_2018,favorite,2023-04-10T20:10:31,books,111.1,Item 234
user_296,item_330,session_1983,favorite,2023-04-19T02:28:32,electronics,237.53,Item 235
user_150,item_2622,session_2032,favorite,2023-04-17T07:47:53,toys,391.83,Item 236
user_75,item_4285,session_994,click,2023-04-24T10:17:43,books,32.8,Item 237
user_270,item_4967,session_743,view,2023-04-11T06:09:19,home,38.21,Item 238
user_737,item_1221,session_650,purchase,2023-04-28T02:31:22,fashion,256.89,Item 239
user_228,item_1851,session_868,purchase,2023-04-10T08:14:39,toys,293.49,Item 240
user_449,item_502,session_1338,click,2023-04-10T20:54:50,books,74.63,Item 241
user_142,item_1798,session_2495,favorite,2023-04-16T10:10:02,electronics,224.15,Item 242
user_907,item_2549,session_2015,favorite,2023-04-05T22:50:13,toys,380.2,Item 243
user_629,item_4375,session_238,view,2023-04-03T05:04:51,electronics,28.34,Item 244
user_64,item_1968,session_1703,favorite,2023-04-15T23:06:25,books,130.7,Item 245
user_416,item_4634,session_1800,view,2023-04-25T18:30:14,electronics,476.86,Item 246
user_663,item_2832,session_2895,view,2023-04-19T00:11:55,home,206.87,Item 247
user_955,item_1686,session_1142,view,2023-04-10T02:46:43,home,153.44,Item 248
user_636,item_929,session_2378,view,2023-04-08T08:37:45,home,273.76,Item 249
user_545,item_3284,session_824,click,2023-04-14T00:46:43,fashion,170.01,Item 250
user_539,item_187,session_727,view,2023-04-29T01:38:03,toys,152.79,Item 251
user_385,item_1382,session_699,purchase,2023-04-19T02:58:22,electronics,431.66,Item 252
user_112,item_3327,session_2129,view,2023-04-29T10:24:07,electronics,274.54,Item 253
user_790,item_2878,session_1492,view,2023-04-15T18:12:49,electronics,136.16,Item 254
user_186,item_357,session_2848,favorite,2023-04-28T02:44:14,toys,455.18,Item 255
user_983,item_1425,session_2888,view,2023-04-05T19:21:31,books,488.32,Item 256
user_742,item_3396,session_1129,favorite,2023-04-23T19:49:04,books,48.35,Item 257
user_777,item_127,session_2769,click,2023-04-22T02:42:30,electronics,349.21,Item 258
user_287,item_2382,session_1871,click,2023-04-17T01:37:24,books,201.88,Item 259
user_471,item_3070,session_1665,purchase,2023-04-07T12:21:34,fashion,408.71,Item 260
user_948,item_4089,session_1998,favorite,2023-04-03T21:18:11,fashion,498.44,Item 261
user_341,item_1770,session_1304,view,2023-04-18T08:52:33,books,48.87,Item 262
user_43,item_4043,session_923,purchase,2023-04-29T03:24:58,home,100.06,Item 263
user_367,item_3522,session_1087,view,2023-04-06T23:03:12,toys,340.31,Item 264
user_53,item_2699,session_1612,click,2023-04-24T15:37:42,toys,49.67,Item 265
user_962,item_1874,session_1214,favorite,2023-04-17T09:25:07,fashion,188.04,Item 266
user_399,item_1103,session_1605,view,2023-04-17T12:47:18,books,348.43,Item 267
user_411,item_3097,session_2839,click,2023-04-03T23:51:34,electronics,267.55,Item 268
user_657,item_2070,session_2145,click,2023-04-25T20:30:44,books,363.18,Item 269
user_147,item_4830,session_2689,favorite,2023-04-07T19:10:02,fashion,244.31,Item 270
user_575,item_1507,session_2481,click,2023-04-27T17:47:21,home,118.41,Item 271
user_813,item_1770,session_456,click,2023-04-21T18:28:51,home,338.0,Item 272
user_717,item_720,session_1355,view,2023-04-28T02:52:48,electronics,123.28,Item 273
user_831,item_4148,session_1874,favorite,2023-04-30T04:42:28,fashion,48.17,Item 274
user_521,item_1865,session_414,view,2023-04-05T14:21:33,toys,205.39,Item 275
user_8,item_3512,session_1982,view,2023-04-02T22:16:24,fashion,29.92,Item 276
user_308,item_3793,session_1000,view,2023-04-09T00:23:36,books,489.61,Item 277
user_705,item_2431,session_1310,purchase,2023-04-30T12:17:45,books,334.68,Item 278
user_78,item_1066,session_2380,purchase,2023-04-05T13:39:27,home,91.89,Item 279
user_817,item_412,session_1178,view,2023-04-09T17:19:06,toys,182.59,Item 280
user_229,item_3508,session_2357,click,2023-04-10T07:23:56,home,50.64,Item 281
user_41,item_809,session_2334,purchase,2023-04-29T01:36:31,toys,335.61,Item 282
user_491,item_4549,session_248,view,2023-04-08T05:37:49,fashion,456.07,Item 283
user_848,item_2415,session_1871,click,2023-04-29T06:58:15,toys,256.82,Item 284
user_818,item_1183,session_810,click,2023-04-02T08:34:55,books,409.49,Item 285
user_53,item_3975,session_1834,click,2023-04-08T21:42:54,toys,315.67,Item 286
user_826,item_625,session_2266,view,2023-04-30T11:24:41,home,327.46,Item 287
user_730,item_2613,session_1664,view,2023-04-24T15:55:54,books,235.61,Item 288
user_71,item_399,session_705,click,2023-04-12T12:29:14,electronics,158.44,Item 289
user_968,item_1961,session_1150,favorite,2023-04-23T17:23:10,electronics,410.56,Item 290
user_65,item_2081,session_1153,favorite,2023-04-09T20:53:58,fashion,185.8,Item 291
user_864,item_4205,session_1045,click,2023-04-26T05:38:42,fashion,399.78,Item 292
user_680,item_4492,session_1158,view,2023-04-29T21:08:04,electronics,166.51,Item 293
user_478,item_2832,session_2006,view,2023-04-18T23:32:20,books,79.93,Item 294
user_666,item_2873,session_1819,view,2023-04-05T06:26:11,home,267.96,Item 295
user_608,item_165,session_2191,view,2023-04-15T13:18:48,toys,489.75,Item 296
user_729,item_3487,session_2717,click,2023-04-26T03:32:54,toys,463.68,Item 297
user_737,item_2283,session_691,click,2023-04-25T21:08:35,fashion,138.76,Item 298
user_537,item_804,session_1289,view,2023-04-04T09:48:05,home,48.46,Item 299
user_518,item_2253,session_206,click,2023-04-30T20:21:01,books,201.91,Item 300
user_367,item_3416,session_160,view,2023-04-20T18:36:45,books,149.11,Item 301
user_608,item_354,session_2906,view,2023-04-14T09:12:36,home,239.52,Item 302
user_599,item_3475,session_240,view,2023-04-19T00:30:46,toys,68.38,Item 303
user_471,item_393,session_1540,click,2023-04-23T16:38:26,home,335.37,Item 304
user_706,item_1321,session_1791,view,2023-04-23T04:56:36,home,294.48,Item 305
user_420,item_1758,session_87,view,2023-04-02T07:53:26,books,325.28,Item 306
user_942,item_3282,session_2178,click,2023-04-03T04:49:58,fashion,99.52,Item 307
user_510,item_909,session_532,view,2023-04-22T06:03:46,fashion,229.92,Item 308
user_459,item_1622,session_2155,favorite,2023-04-08T02:07:01,electronics,488.83,Item 309
user_580,item_1142,session_291,favorite,2023-04-15T14:11:37,home,476.58,Item 310
user_450,item_1495,session_2596,click,2023-04-19T19:24:54,electronics,53.84,Item 311
user_337,item_3440,session_734,favorite,2023-04-18T07:22:49,fashion,362.52,Item 312
user_114,item_4567,session_521,view,2023-04-30T16:38:35,home,327.42,Item 313
user_815,item_248,session_679,click,2023-04-14T11:30:58,books,291.09,Item 314
user_57,item_2606,session_1510,favorite,2023-04-16T13:10:31,electronics,82.66,Item 315
user_550,item_4507,session_233,view,2023-04-30T00:07:06,fashion,481.73,Item 316
user_694,item_1166,session_2308,click,2023-04-20T21:40:48,books,316.84,Item 317
user_781,item_2950,session_1096,favorite,2023-04-20T08:41:36,home,429.88,Item 318
user_787,item_2075,session_1347,purchase,2023-04-09T05:23:41,books,13.6,Item 319
user_445,item_957,session_1022,purchase,2023-04-15T07:49:06,electronics,382.59,Item 320
user_730,item_3767,session_2843,click,2023-04-19T15:56:53,electronics,348.89,Item 321
user_259,item_4901,session_2968,click,2023-04-13T03:32:58,electronics,337.25,Item 322
user_423,item_3566,session_2778,click,2023-04-21T17:04:49,electronics,346.93,Item 323
user_918,item_562,session_266,view,2023-04-11T10:42:00,toys,148.8,Item 324
user_457,item_448,session_2139,favorite,2023-04-06T11:25:33,toys,215.21,Item 325
user_158,item_478,session_1397,click,2023-04-04T04:01:29,books,202.56,Item 326
user_710,item_1761,session_253,purchase,2023-04-11T20:39:59,electronics,277.06,Item 327
user_531,item_3223,session_402,view,2023-04-11T01:18:32,fashion,451.39,Item 328
user_626,item_1970,session_521,purchase,2023-04-20T18:44:13,home,312.73,Item 329
user_152,item_2793,session_2475,view,2023-04-09T15:35:30,home,51.64,Item 330
user_595,item_1091,session_263,purchase,2023-04-09T05:38:43,toys,326.88,Item 331
user_398,item_1788,session_1651,favorite,2023-04-14T07:45:10,fashion,376.9,Item 332
user_225,item_1025,session_2547,favorite,2023-04-28T23:06:20,books,424.33,Item 333
user_179,item_3374,session_1199,click,2023-04-01T12:38:04,toys,217.07,Item 334
user_802,item_1406,session_1838,click,2023-04-07T14:25:09,books,188.27,Item 335
user_507,item_1822,session_1812,click,2023-04-14T01:07:33,fashion,78.12,Item 336
user_784,item_613,session_2283,view,2023-04-26T23:30:37,toys,17.33,Item 337
